No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
4,Charles Barkley,PF,6-6,252,"February 20, 1963",us US,13,Auburn
50,Matt Bullard,SF,6-10,215,"June 5, 1967",us US,6,"Colorado, Iowa"
15,Emanual Davis,PG,6-4,195,"August 27, 1968",us US,1,Delaware State University
22,Clyde Drexler,SG,6-7,210,"June 22, 1962",us US,14,Houston
17,Mario Elie,SF,6-5,210,"November 26, 1963",us US,7,American International College
32,Othella Harrington,PF,6-9,235,"January 31, 1974",us US,1,Georgetown
8,Eddie Johnson,SF,6-7,215,"May 1, 1959",us US,15,Illinois
27,Charles Jones,PF,6-9,215,"April 3, 1957",us US,14,Albany State University
12,Matt Maloney,PG,6-3,192,"December 6, 1971",us US,1,"Vanderbilt, Penn"
34,Hakeem Olajuwon,C,7-0,255,"January 21, 1963",ng NG,13,Houston
20,Brent Price,PG,6-1,165,"December 9, 1968",us US,4,"South Carolina, Oklahoma"
1,Rodrick Rhodes,SF,6-6,225,"September 24, 1973",us US,R,"Kentucky, USC"
41,Joe Stephens,SF,6-7,210,"January 28, 1973",us US,1,"Colorado, Little Rock"
42,Kevin Willis,PF,7-0,220,"September 6, 1962",us US,12,Michigan State
