No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
31,Brent Barry,SG,6-6,185,"December 31, 1971",us US,1,Oregon State
24,Terry Dehere,PG,6-2,190,"September 12, 1971",us US,3,Seton Hall
0,Kevin Duckworth,C,7-0,275,"April 1, 1964",us US,10,Eastern Illinois University
50,Rich Manning,PF,6-11,253,"June 23, 1970",us US,1,"Syracuse, Washington"
15,Darrick Martin,PG,5-11,170,"March 6, 1971",us US,2,UCLA
7,Lamond Murray,SF,6-7,236,"April 20, 1973",us US,2,California
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,3,"South Plains College, Houston"
52,Eric Piatkowski,SG,6-7,215,"September 30, 1970",us US,2,Nebraska
2,Pooh Richardson,PG,6-1,180,"May 14, 1966",us US,7,UCLA
53,Stanley Roberts,C,7-0,285,"February 7, 1970",us US,4,LSU
54,Rodney Rogers,SF,6-7,235,"June 20, 1971",us US,3,Wake Forest
33,Dwayne Schintzius,C,7-1,260,"October 14, 1968",us US,6,Florida
21,Malik Sealy,SG,6-8,190,"February 1, 1970",us US,4,St. John's
35,Loy Vaught,PF,6-9,230,"February 27, 1968",us US,6,Michigan
55,Lorenzen Wright,C,6-11,225,"November 4, 1975",us US,R,Memphis
